Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.84, 0.07, 12.5, 80, 80, 0
Numerical Parameters: NX, NY, ts, delta = 241, 241, 0.5, 0.0001 
File written: Tue Sep 26 23:51:22 2023
Comments: 2D 





Ascii values of u and v follow
0.01842 0.0643335
0.0325072 0.0553122
0.0611542 0.0476163
0.115448 0.0410416
0.208749 0.0354216
0.34672 0.0306161
0.511078 0.0350664
0.662125 0.0744562
0.773849 0.149142
0.846148 0.240797
0.889291 0.333304
0.912187 0.418407
0.91933 0.493062
0.911037 0.556342
0.884555 0.607408
0.836053 0.644083
0.764003 0.662291
0.672673 0.657609
0.572307 0.629041
0.474577 0.581828
0.387516 0.526013
0.314218 0.472094
0.25456 0.426206
0.207186 0.387991
0.170197 0.356299
0.141632 0.330186
0.119743 0.308884
0.103088 0.291778
0.0905469 0.27839
0.0812765 0.268357
0.0746711 0.261418
0.0703192 0.257407
0.0679744 0.256241
0.0675398 0.25792
0.0690661 0.262523
0.0727668 0.270206
0.0790529 0.281216
0.0885919 0.295893
0.102396 0.314686
0.121944 0.33818
0.149314 0.367125
0.187287 0.402491
0.239269 0.445561
0.308796 0.498105
0.398375 0.561104
0.507606 0.625037
0.629026 0.673305
0.746333 0.693088
0.841646 0.68297
0.906718 0.651086
0.944937 0.608183
0.964743 0.564387
0.973797 0.528379
0.977042 0.505035
0.976966 0.495006
0.974233 0.497643
0.967968 0.512871
0.955656 0.540796
0.933126 0.577696
0.895701 0.611451
0.841345 0.624553
0.773954 0.601003
0.701516 0.535393
0.628527 0.433786
0.549954 0.316032
0.455339 0.217001
0.344061 0.175715
0.237485 0.179354
0.15729 0.190966
0.106473 0.20605
0.0780859 0.223044
0.0642013 0.241146
0.0591394 0.259778
0.0594842 0.278399
0.0633081 0.29643
0.0694899 0.313252
0.0772688 0.328228
0.0859896 0.340762
0.0949843 0.350349
0.103553 0.356637
0.111013 0.359472
0.116788 0.358915
0.120483 0.35523
0.121939 0.348846
0.121224 0.340287
0.118591 0.3301
0.1144 0.318798
0.109046 0.306818
0.102896 0.294509
0.0962503 0.282138
0.0893286 0.269906
0.0822707 0.257963
0.0751564 0.246424
0.0680303 0.235376
0.0609284 0.224881
0.053901 0.214973
0.047026 0.20566
0.0404105 0.196921
0.0341793 0.188702
0.0284558 0.18092
0.0233411 0.173471
0.0188995 0.166231
0.0151562 0.159068
0.0121103 0.151853
0.00976491 0.144465
0.00818642 0.136805
0.00761873 0.128801
0.00871753 0.120416
0.0130329 0.111648
0.0239601 0.102529
0.048384 0.0931237
0.098602 0.0835319
0.191278 0.0738983
0.335071 0.0644187
0.506317 0.0667432
0.652368 0.119171
0.744515 0.214664
0.786609 0.318635
0.790999 0.404027
0.769479 0.451703
0.733332 0.448435
0.690166 0.397739
0.63988 0.31362
0.574372 0.216145
0.483583 0.135808
0.369473 0.104579
0.256532 0.0955705
0.166427 0.0893426
0.104287 0.0846157
0.0649537 0.0808459
0.0410526 0.0777217
0.0266886 0.0750545
0.0179924 0.0727319
0.0126306 0.0706938
0.0092431 0.0689193
0.00704383 0.0674184
0.00557594 0.0662232
0.00457083 0.065382
0.00386836 0.0649513
0.00337214 0.0649908
0.00302427 0.0655542
0.00279107 0.0666813
0.00265486 0.0683855
0.0026092 0.0706441
0.00265587 0.0733886
0.00280247 0.0765063
0.00306005 0.0798534
0.00344007 0.083279
0.00395065 0.0866508
0.00459242 0.0898707
0.00535474 0.0928795
0.00621392 0.0956551
0.00713492 0.0982076
0.00807759 0.100574
0.0090071 0.102814
0.00990657 0.105004
0.0107884 0.107233
0.0117011 0.109603
0.0127299 0.112224
0.013992 0.115216
0.0156299 0.118715
0.017807 0.122874
0.0207094 0.127869
0.024556 0.133911
0.0296157 0.14125
0.0362318 0.15019
0.0448519 0.161111
0.0560617 0.174485
0.0706219 0.190901
0.089505 0.2111
0.113928 0.235997
0.145373 0.266713
0.185575 0.304605
0.236472 0.35129
0.300065 0.40871
0.378187 0.478472
0.472059 0.553326
0.579334 0.617685
0.690455 0.656796
0.790296 0.66438
0.866603 0.644712
0.916598 0.607297
0.945237 0.561489
0.959755 0.51522
0.966202 0.474956
0.968605 0.444954
0.969332 0.427296
0.969608 0.422817
0.969837 0.431729
0.969758 0.453664
0.968493 0.487236
0.964425 0.529307
0.954857 0.575036
0.93554 0.619292
0.90051 0.657602
0.843138 0.685329
0.759347 0.6964
0.652214 0.684317
0.533415 0.646727
0.41791 0.589856
0.316551 0.527227
0.23383 0.470937
0.170053 0.421973
0.122955 0.379128
0.0892182 0.341384
0.0655981 0.307849
0.0494626 0.277741
0.0389631 0.250365
0.0330867 0.225119
0.0317763 0.201501
0.0362626 0.179125
0.0497139 0.157774
0.0781118 0.137418
0.13053 0.118189
0.216354 0.100271
0.336395 0.083768
0.47244 0.0765778
0.593712 0.103137
0.683507 0.156781
0.743588 0.212209
0.781571 0.24961
0.803307 0.260781
0.811754 0.246522
0.808141 0.213435
0.793469 0.1717
0.770106 0.132307
0.743366 0.102935
0.721598 0.085905
0.713152 0.0804514
0.0102121 0.343683
0.0102966 0.33622
0.0105242 0.314775
0.0108108 0.283044
0.0110267 0.247091
0.0110486 0.212151
0.010817 0.180761
0.0103606 0.153577
0.00979883 0.130516
0.00935564 0.111194
0.00941807 0.095067
0.0106855 0.0815481
0.0144823 0.0701247
0.0233433 0.0604057
0.0419765 0.0521049
0.0784684 0.0450035
0.144581 0.038924
0.251705 0.0337174
0.398653 0.0296971
0.559267 0.0425531
0.696775 0.0919576
0.794743 0.170695
0.857411 0.26087
0.894691 0.349353
0.914095 0.429893
0.919139 0.500298
0.909851 0.559931
0.883842 0.608114
0.838079 0.643056
0.771568 0.661516
0.687944 0.66004
0.595564 0.63772
0.504226 0.598314
0.421247 0.549467
0.350021 0.499695
0.290979 0.455518
0.243164 0.4187
0.205156 0.388279
0.175368 0.363396
0.152313 0.343356
0.134732 0.327612
0.12162 0.315745
0.112225 0.307447
0.106021 0.302516
0.102687 0.300846
0.102098 0.302418
0.104323 0.307305
0.109645 0.315671
0.118599 0.327774
0.132034 0.343984
0.151194 0.364792
0.177803 0.390839
0.214117 0.422958
0.262841 0.462227
0.326743 0.510094
0.407893 0.566418
0.506162 0.623102
0.616129 0.667508
0.725399 0.688725
0.8188 0.683456
0.886867 0.656252
0.929689 0.614878
0.95336 0.56722
0.964844 0.521288
0.96937 0.484333
0.97009 0.460179
0.96854 0.449245
0.965024 0.451003
0.95869 0.465144
0.947411 0.49107
0.927864 0.524878
0.896491 0.555659
0.851707 0.567666
0.795875 0.545849
0.733543 0.483653
0.665851 0.382201
0.585256 0.260616
0.479849 0.161588
0.351675 0.134922
0.231616 0.146919
0.144451 0.161975
0.0910894 0.178221
0.0619371 0.194989
0.0475339 0.211891
0.0415683 0.228596
0.0404292 0.244738
0.0421716 0.259891
0.045738 0.273587
0.0504895 0.285346
0.0559519 0.294738
0.0616909 0.301431
0.0672699 0.305232
0.0722612 0.30613
0.0762872 0.304285
0.0790695 0.300009
0.0804645 0.29371
0.0804725 0.285837
0.0792185 0.27682
0.0769109 0.267037
0.0737942 0.256795
0.0701056 0.246332
0.0660454 0.235833
0.0617621 0.225445
0.0573523 0.215288
0.0528706 0.205465
0.0483449 0.196066
0.0437943 0.187165
0.0392443 0.178816
0.0347374 0.171052
0.0303356 0.163877
0.0261164 0.157262
0.0221622 0.15115
0.0185489 0.145454
0.0153361 0.140059
0.0125658 0.134833
0.0102721 0.129632
0.0085091 0.124314
0.00741272 0.118747
0.00733199 0.112819
0.00910975 0.106452
0.014672 0.0996056
0.0281941 0.0922757
0.0580748 0.0844965
0.118922 0.0763401
0.228643 0.0679284
0.390315 0.0598412
0.566126 0.0776181
0.70112 0.153351
0.778187 0.264202
0.806934 0.374058
0.799466 0.458437
0.76639 0.500575
0.71902 0.491401
0.666591 0.435357
0.61086 0.347693
0.545032 0.249006
0.459665 0.166324
0.355021 0.129578
0.251114 0.116307
0.166867 0.107118
0.107429 0.100265
0.0688493 0.0949184
0.0448045 0.0905938
0.0299903 0.0869938
0.0208002 0.083933
0.0149963 0.0813026
0.0112422 0.0790499
0.00874861 0.0771616
0.00704753 0.0756543
0.00585818 0.0745649
0.00500958 0.0739406
0.00439612 0.0738332
0.00395197 0.0742911
0.0036363 0.0753495
0.00342451 0.0770233
0.00330303 0.0792953
0.003266 0.0821111
0.00331302 0.0853786
0.00344737 0.0889746
0.00367425 0.0927645
0.00399912 0.0966214
0.00442607 0.100441
0.00495664 0.104148
0.0055895 0.107703
0.00632169 0.111094
0.0071515 0.114338
0.00808306 0.117478
0.00913179 0.12058
0.0103298 0.123728
0.0117299 0.127029
0.0134088 0.130601
0.0154683 0.134586
0.0180376 0.139142
0.0212782 0.14445
0.0253919 0.150722
0.0306353 0.158204
0.0373392 0.16719
0.0459349 0.178037
0.0569861 0.191179
0.0712252 0.207149
0.0895917 0.226607
0.113266 0.250366
0.143688 0.279417
0.18254 0.314962
0.231677 0.358444
0.292957 0.411579
0.367978 0.476027
0.457748 0.546408
0.560474 0.609029
0.668328 0.649966
0.767966 0.661742
0.847062 0.646201
0.900999 0.610792
0.932905 0.5634
0.94919 0.510787
0.955887 0.459357
0.957401 0.415015
0.956671 0.381946
0.955631 0.362337
0.955432 0.357113
0.956443 0.366503
0.958301 0.39009
0.960081 0.426398
0.960453 0.472219
0.957592 0.522682
0.948763 0.572712
0.929807 0.618387
0.894975 0.656665
0.837928 0.683893
0.754811 0.694589
0.64866 0.682593
0.530901 0.645567
0.416322 0.589439
0.315826 0.527345
0.234008 0.471096
0.171194 0.421713
0.125084 0.378089
0.0923597 0.339273
0.0698631 0.304431
0.0551828 0.272837
0.0469179 0.243867
0.0449182 0.21701
0.0507442 0.191891
0.0684917 0.168292
0.105748 0.146162
0.173191 0.125564
0.279057 0.106562
0.416085 0.0911036
0.553469 0.107616
0.661668 0.170593
0.736085 0.254274
0.786142 0.326062
0.820832 0.369051
0.844715 0.379628
0.859261 0.360461
0.86481 0.319263
0.861943 0.267126
0.852291 0.216642
0.839208 0.177777
0.827825 0.154519
0.82329 0.146901
0.0147645 0.367769
0.014811 0.359967
0.0149221 0.337511
0.0150054 0.30417
0.0149201 0.266164
0.0145451 0.229015
0.0138434 0.195515
0.0128753 0.166428
0.0117782 0.141699
0.0107548 0.120936
0.0100977 0.103574
0.0102811 0.0889984
0.0121621 0.0766698
0.0173664 0.0661702
0.0289556 0.0571919
0.0524228 0.0495003
0.0966581 0.0429056
0.173261 0.0372484
0.290573 0.0323932
0.441057 0.0302122
0.594655 0.0507657
0.720124 0.106302
0.807818 0.18596
0.863852 0.273437
0.897342 0.35791
0.914752 0.434423
0.919064 0.501299
0.910373 0.558103
0.886854 0.604382
0.846205 0.638865
0.787652 0.659219
0.713827 0.662862
0.631037 0.648817
0.547201 0.61931
0.468956 0.579633
0.400101 0.536311
0.341833 0.495048
0.293778 0.459509
0.254924 0.43032
0.224113 0.406732
0.200178 0.388123
0.182085 0.374011
0.169002 0.36404
0.160327 0.357967
0.155686 0.355657
0.154935 0.357076
0.15817 0.36229
0.165749 0.371469
0.178327 0.38489
0.196905 0.402956
0.222868 0.426206
0.25799 0.455351
0.304317 0.491314
0.363864 0.535022
0.438105 0.584086
0.526529 0.631609
0.624541 0.668272
0.722473 0.685915
0.808349 0.681375
0.873681 0.657038
0.916958 0.618014
0.942082 0.569714
0.954662 0.517928
0.9595 0.469468
0.959869 0.430573
0.957759 0.404347
0.954234 0.391165
0.949539 0.390573
0.942994 0.401947
0.932881 0.42393
0.91659 0.452386
0.891381 0.47771
0.855729 0.485957
0.810171 0.463279
0.755596 0.403147
0.689418 0.305557
0.602111 0.191162
0.482781 0.112152
0.341164 0.108595
0.215764 0.124825
0.128609 0.141212
0.0769735 0.157378
0.0493382 0.173143
0.0357027 0.188364
0.0297615 0.202867
0.0280309 0.216416
0.028688 0.228705
0.0307787 0.239394
0.0337657 0.248151
0.0372903 0.254697
0.0410544 0.258859
0.0447732 0.260592
0.0481698 0.259994
0.0509947 0.257291
0.0530548 0.252795
0.0542384 0.246861
0.0545256 0.239838
0.05398 0.232036
0.0527256 0.223708
0.0509161 0.215053
0.048706 0.206226
0.0462285 0.197354
0.0435844 0.188544
0.0408393 0.179898
0.0380295 0.171511
0.0351712 0.163477
0.0322721 0.155875
0.0293417 0.148775
0.0263991 0.142227
0.0234764 0.136254
0.0206181 0.130853
0.017876 0.125992
0.0153039 0.121604
0.0129523 0.117595
0.0108689 0.113846
0.00910795 0.110215
0.00775853 0.106548
0.00700994 0.102693
0.00729806 0.0985078
0.00962556 0.093875
0.0162426 0.0887154
0.0319954 0.0829911
0.0665568 0.0767034
0.13632 0.069895
0.259466 0.0626591
0.432956 0.0572505
0.608483 0.089608
0.733971 0.180812
0.801035 0.299541
0.82173 0.411288
0.806822 0.49468
0.765105 0.535465
0.707396 0.525889
0.644536 0.469814
0.580975 0.382485
0.512407 0.285019
0.431007 0.202162
0.336121 0.159857
0.242721 0.141331
0.165949 0.128594
0.110401 0.119173
0.0732344 0.111893
0.0493233 0.106079
0.0341213 0.101309
0.0243996 0.0973178
0.0180793 0.0939397
0.0138784 0.0910827
0.011017 0.088707
0.00902043 0.0868092
0.00759641 0.0854107
0.00656249 0.084548
0.00580308 0.0842634
0.00524404 0.0845983
0.00483767 0.0855834
0.00455362 0.0872322
0.00437331 0.0895326
0.00428648 0.0924413
0.00428889 0.0958812
0.00438076 0.0997496
0.00456559 0.103927
0.00484926 0.108294
0.00523937 0.112746
0.00574507 0.1172
0.00637723 0.121599
0.00714947 0.125916
0.0080799 0.13015
0.00919366 0.134328
0.0105261 0.138505
0.0121262 0.142763
0.0140606 0.147205
0.0164172 0.151965
0.0193108 0.157196
0.022889 0.16308
0.0273422 0.169831
0.0329167 0.177694
0.0399331 0.186957
0.0488101 0.197963
0.0600948 0.211123
0.0744972 0.22693
0.0929279 0.245987
0.11653 0.269025
0.146696 0.296936
0.185042 0.330795
0.233323 0.371892
0.293252 0.421768
0.366204 0.481903
0.452924 0.547582
0.551711 0.606727
0.655739 0.646744
0.753214 0.660118
0.832505 0.647298
0.888157 0.614086
0.921853 0.56703
0.938959 0.51149
0.945061 0.452515
0.944495 0.395857
0.940407 0.347301
0.935328 0.311101
0.931478 0.28954
0.930493 0.283573
0.932886 0.293422
0.9379 0.31867
0.943969 0.357813
0.949373 0.407584
0.952503 0.462985
0.951577 0.518749
0.944032 0.57093
0.925931 0.617093
0.891758 0.655244
0.835366 0.682291
0.75298 0.693022
0.647596 0.681342
0.530608 0.644777
0.416877 0.589001
0.317407 0.526882
0.236793 0.470153
0.175263 0.419996
0.130474 0.375386
0.0991939 0.33544
0.0785379 0.299387
0.0666445 0.266579
0.0631433 0.236487
0.0697523 0.208724
0.0911826 0.183053
0.135905 0.159382
0.214593 0.137712
0.331779 0.118063
0.471102 0.111276
0.5963 0.157987
0.687316 0.25279
0.749368 0.353654
0.794414 0.431466
0.83046 0.473236
0.85969 0.480399
0.881475 0.457463
0.895141 0.410835
0.90102 0.351912
0.900621 0.294245
0.896469 0.249535
0.891866 0.222815
0.889901 0.214082
0.0218298 0.394545
0.0217781 0.386364
0.0216019 0.362813
0.0212253 0.327712
0.0205296 0.287466
0.0194323 0.247894
0.017955 0.212058
0.016218 0.180861
0.0143954 0.154278
0.0126849 0.13191
0.011314 0.113169
0.0105986 0.0974136
0.0110746 0.0840722
0.0137472 0.0726985
0.0205297 0.0629612
0.0349523 0.0546077
0.0631021 0.0474348
0.114219 0.0412717
0.199009 0.0359734
0.32245 0.0314159
0.472305 0.0316883
0.618009 0.0576774
0.733892 0.115879
0.814445 0.194305
0.866287 0.278437
0.89768 0.359092
0.914383 0.432108
0.919172 0.496099
0.912435 0.550769
0.893002 0.595913
0.859249 0.630808
0.810508 0.654001
0.748396 0.66375
0.677228 0.659125
0.60297 0.641142
0.531337 0.613018
0.46634 0.579303
0.409961 0.54455
0.36264 0.512299
0.323959 0.484716
0.293147 0.462648
0.269396 0.445812
0.251993 0.433795
0.240378 0.426313
0.234191 0.4232
0.233305 0.424404
0.237853 0.429986
0.248246 0.440123
0.265193 0.455117
0.289703 0.475406
0.32304 0.501588
0.366644 0.534107
0.421863 0.571812
0.489312 0.611455
0.567781 0.647626
0.652966 0.673764
0.737209 0.684389
0.811562 0.677253
0.869472 0.653597
0.909141 0.616477
0.932864 0.569179
0.944697 0.515217
0.948499 0.459364
0.947143 0.407787
0.942611 0.365959
0.936369 0.336515
0.929528 0.319854
0.922633 0.315527
0.915317 0.322556
0.906118 0.338896
0.892722 0.360113
0.872601 0.377707
0.84377 0.379578
0.804871 0.353379
0.75352 0.293003
0.683442 0.206261
0.584255 0.12067
0.451166 0.0838678
0.306626 0.0945817
0.18769 0.111182
0.108672 0.127011
0.0630614 0.141986
0.0389649 0.156058
0.0270837 0.16918
0.0217796 0.18126
0.0199945 0.192143
0.0201479 0.201618
0.0214258 0.209458
0.0233855 0.215465
0.0257494 0.219508
0.0283026 0.221554
0.0308498 0.221674
0.0332043 0.22004
0.0351982 0.216891
0.0366992 0.212503
0.0376281 0.20715
0.0379659 0.201072
0.0377499 0.194468
0.0370597 0.187488
0.0359969 0.180251
0.0346655 0.172853
0.033157 0.165377
0.0315416 0.157911
0.0298654 0.150542
0.0281535 0.143362
0.026415 0.136463
0.0246497 0.129933
0.0228548 0.123848
0.0210299 0.118268
0.0191812 0.113231
0.0173224 0.108753
0.015475 0.104822
0.0136678 0.101397
0.0119368 0.098408
0.0103283 0.0957562
0.00891012 0.0933145
0.00779979 0.0909344
0.00723202 0.0884533
0.00771426 0.0857084
0.0103734 0.0825509
0.0176997 0.0788637
0.0350207 0.0745717
0.0728987 0.0696451
0.148877 0.0640962
0.280916 0.0579867
0.461177 0.0556715
0.635339 0.0980885
0.755072 0.19762
0.817231 0.319601
0.834784 0.431959
0.81708 0.516252
0.770722 0.560298
0.705074 0.556382
0.631962 0.506258
0.559057 0.423544
0.485686 0.32913
0.406456 0.246209
0.320104 0.196962
0.236495 0.171925
0.166885 0.154824
0.115113 0.142224
0.079269 0.132532
0.055359 0.124841
0.0396055 0.118588
0.0291834 0.113411
0.0221913 0.109078
0.0174094 0.105451
0.0140695 0.102455
0.0116882 0.100061
0.00995915 0.0982709
0.0086856 0.0971076
0.00773962 0.0966018
0.00703704 0.0967856
0.00652232 0.0976843
0.00615904 0.0993093
0.00592409 0.101651
0.00580391 0.104675
0.00579211 0.108317
0.00588793 0.11249
0.00609524 0.11709
0.00642194 0.122008
0.0068798 0.127142
0.00748451 0.132403
0.00825633 0.137726
0.00922103 0.14307
0.0104114 0.148419
0.0118696 0.15379
0.0136495 0.159224
0.0158203 0.1648
0.018471 0.170623
0.0217156 0.176832
0.0257009 0.183599
0.030616 0.191127
0.0367058 0.199661
0.0442886 0.209483
0.0537792 0.220926
0.0657167 0.234385
0.0807978 0.250328
0.0999103 0.269315
0.124162 0.292022
0.154889 0.319258
0.193624 0.351999
0.241997 0.391413
0.301536 0.438889
0.373375 0.495546
0.457949 0.556379
0.553346 0.610674
0.653217 0.647454
0.747036 0.659977
0.82429 0.648145
0.879522 0.616542
0.91349 0.570556
0.93051 0.514381
0.935393 0.45156
0.931917 0.386429
0.9228 0.324689
0.910475 0.272253
0.897944 0.233439
0.888857 0.210393
0.88635 0.203829
0.891413 0.213872
0.902337 0.240272
0.915856 0.28179
0.928856 0.335282
0.939248 0.395633
0.945717 0.457245
0.94694 0.515827
0.940769 0.568931
0.923592 0.615246
0.890129 0.653374
0.834382 0.680484
0.752664 0.691443
0.648063 0.680122
0.532106 0.643939
0.419754 0.588391
0.321981 0.526059
0.243229 0.468662
0.183583 0.41771
0.140756 0.372258
0.111832 0.331486
0.0945648 0.294711
0.0882388 0.261379
0.0944337 0.23108
0.117887 0.203557
0.16681 0.178708
0.250093 0.15658
0.367486 0.137717
0.496472 0.147822
0.604363 0.220876
0.681512 0.326605
0.736602 0.430067
0.781331 0.509205
0.822254 0.551634
0.859266 0.556447
0.889235 0.531412
0.910323 0.481586
0.922741 0.418376
0.928265 0.355942
0.929341 0.307379
0.928552 0.278601
0.928011 0.269286
0.0329887 0.424318
0.0327141 0.415734
0.0319052 0.39098
0.0305712 0.353968
0.0286983 0.311274
0.0263194 0.269038
0.0235717 0.230622
0.0206673 0.197083
0.0178273 0.168437
0.0152442 0.14428
0.0130877 0.124
0.0115508 0.106925
0.0109419 0.0924501
0.0118466 0.0800973
0.0154071 0.0695093
0.0237855 0.0604134
0.0408653 0.0525909
0.0730639 0.0458592
0.12951 0.0400625
0.219572 0.0350677
0.345288 0.0307607
0.491834 0.0331909
0.630223 0.0618233
0.739189 0.119809
0.81533 0.195463
0.865023 0.275866
0.895766 0.352917
0.912875 0.422889
0.919144 0.484517
0.915373 0.537587
0.901067 0.582102
0.875254 0.617816
0.837426 0.644045
0.788439 0.659839
0.730944 0.664549
0.669011 0.658523
0.607096 0.643467
0.548959 0.622195
0.497091 0.597944
0.452735 0.573681
0.416235 0.551665
0.387435 0.533358
0.365987 0.519547
0.351545 0.510566
0.343879 0.506517
0.342938 0.507434
0.34889 0.513383
0.362132 0.524469
0.383282 0.540743
0.413123 0.561996
0.452452 0.58744
0.501775 0.615335
0.560775 0.642734
0.627577 0.665623
0.698179 0.6797
0.766697 0.681628
0.82687 0.670029
0.874184 0.645457
0.907159 0.609449
0.927019 0.563663
0.93634 0.509857
0.937762 0.450713
0.933328 0.390698
0.924491 0.335606
0.912567 0.290331
0.899172 0.257214
0.886158 0.236619
0.874942 0.227898
0.865662 0.229657
0.85683 0.239376
0.845707 0.252557
0.829081 0.261892
0.803778 0.257842
0.766357 0.231776
0.711739 0.181902
0.632056 0.121173
0.520359 0.0777112
0.383769 0.0731584
0.251661 0.088355
0.150852 0.10336
0.0864057 0.117444
0.0497706 0.130454
0.0304738 0.142337
0.0209208 0.153068
0.0165966 0.162593
0.0150565 0.170806
0.0150322 0.177576
0.0158694 0.182785
0.0172148 0.186365
0.018853 0.188315
0.0206245 0.188714
0.0223904 0.187705
0.0240223 0.185481
0.0254068 0.182256
0.026457 0.178235
0.027122 0.173601
0.0273926 0.168494
0.0272977 0.163019
0.0268951 0.157254
0.0262581 0.151258
0.0254626 0.145088
0.0245766 0.138803
0.0236544 0.132476
0.0227338 0.126186
0.0218362 0.120022
0.0209684 0.114078
0.0201248 0.10844
0.0192894 0.103189
0.0184389 0.0983901
0.017545 0.0940913
0.0165795 0.0903196
0.0155195 0.0870799
0.0143547 0.0843533
0.0130948 0.0820945
0.0117786 0.0802298
0.0104872 0.0786563
0.0093713 0.0772421
0.00871591 0.0758308
0.00909523 0.0742504
0.0117263 0.0723292
0.0192381 0.0699148
0.0372012 0.0668941
0.0765968 0.0632025
0.155479 0.0588229
0.291618 0.0537858
0.47491 0.0536755
0.648778 0.100585
0.767014 0.20281
0.828765 0.325336
0.847455 0.438177
0.831578 0.525254
0.785596 0.576293
0.716327 0.58344
0.635176 0.545413
0.552777 0.472275
0.472916 0.383198
0.393435 0.300107
0.312911 0.242782
0.236709 0.209785
0.172536 0.187218
0.123436 0.170603
0.0881992 0.157846
0.0637845 0.147758
0.0470906 0.139602
0.035658 0.132898
0.0277453 0.127335
0.0221842 0.122715
0.0182091 0.118919
0.0153206 0.115886
0.0131917 0.113593
0.0116062 0.112044
0.0104198 0.111255
0.00953532 0.111245
0.00888728 0.112034
0.00843204 0.11363
0.00814149 0.116022
0.00799897 0.119183
0.00799667 0.12306
0.00813407 0.127579
0.00841689 0.132649
0.00885674 0.138173
0.00947107 0.144053
0.0102836 0.150201
0.0113251 0.156545
0.0126349 0.163033
0.0142621 0.169643
0.0162689 0.176378
0.0187328 0.183273
0.0217516 0.190401
0.0254481 0.197871
0.0299783 0.205827
0.0355406 0.214458
0.0423891 0.223991
0.0508507 0.234698
0.0613466 0.246904
0.0744185 0.260988
0.0907583 0.2774
0.111237 0.296671
0.136924 0.319432
0.16909 0.346436
0.209156 0.378579
0.258579 0.416929
0.318648 0.462756
0.39022 0.516385
0.473327 0.571973
0.565615 0.62012
0.660888 0.651664
0.749706 0.661176
0.82295 0.648631
0.875789 0.617737
0.908577 0.572842
0.924734 0.51719
0.928145 0.453176
0.921702 0.383602
0.907101 0.312882
0.885616 0.247144
0.859544 0.1926
0.833601 0.153332
0.814732 0.130581
0.809298 0.123975
0.819323 0.13327
0.841207 0.158875
0.868176 0.200686
0.894082 0.25635
0.915427 0.320823
0.931016 0.38802
0.9406 0.453007
0.943674 0.512895
0.938631 0.566392
0.922198 0.612826
0.889317 0.651076
0.834165 0.678397
0.753264 0.689674
0.649954 0.678795
0.535917 0.643189
0.426027 0.588213
0.331013 0.525972
0.255082 0.468073
0.198236 0.416663
0.158488 0.370876
0.133616 0.329981
0.122552 0.293396
0.126408 0.260697
0.149228 0.231644
0.197754 0.206225
0.277868 0.18483
0.385283 0.170794
0.496679 0.200345
0.58863 0.279776
0.656723 0.382111
0.709671 0.48161
0.757799 0.559788
0.805938 0.603219
0.851736 0.608382
0.889854 0.582513
0.91737 0.530923
0.934572 0.465082
0.943766 0.399495
0.947726 0.348287
0.948918 0.318151
0.949099 0.308483
0.0508529 0.457456
0.0501053 0.448423
0.0479831 0.422362
0.0447506 0.383264
0.0406857 0.337898
0.0360827 0.292735
0.0312792 0.251466
0.0266059 0.215328
0.0223194 0.184388
0.018582 0.158236
0.0154871 0.136237
0.0131109 0.117686
0.0115856 0.101941
0.011207 0.0884898
0.0126078 0.0769473
0.0170448 0.067018
0.0268586 0.0584659
0.0461249 0.0510945
0.0812969 0.0447366
0.141014 0.0392489
0.2332 0.0345089
0.357866 0.0304275
0.49958 0.033922
0.631881 0.0624163
0.736458 0.117773
0.810566 0.1894
0.859902 0.265721
0.891287 0.339289
0.909776 0.406535
0.918305 0.466176
0.918127 0.517997
0.909394 0.562129
0.891751 0.598668
0.864971 0.627499
0.829527 0.648335
0.786942 0.660954
0.739745 0.665552
0.691024 0.663015
0.64381 0.654931
0.60058 0.643348
0.563052 0.630403
0.532241 0.618006
0.508658 0.607668
0.492524 0.600457
0.483951 0.597053
0.483058 0.597811
0.490028 0.602809
0.505117 0.611832
0.528584 0.62429
0.560543 0.639099
0.600704 0.65456
0.648016 0.668359
0.700323 0.67779
0.75425 0.680237
0.805605 0.673767
0.85032 0.657476
0.88552 0.631381
0.910104 0.595946
0.924543 0.55169
0.930149 0.499202
0.928293 0.439672
0.919921 0.375721
0.905501 0.311925
0.88547 0.25394
0.861037 0.206332
0.834818 0.17119
0.810489 0.148474
0.791239 0.136841
0.777989 0.134236
0.768738 0.137924
0.759343 0.144013
0.744827 0.147075
0.720128 0.141006
0.679913 0.121995
0.618106 0.0931683
0.529341 0.0676239
0.415484 0.0615441
0.293614 0.0730349
0.188209 0.0862543
0.112518 0.0989424
0.0652745 0.110685
0.0384935 0.121292
0.0243059 0.130708
0.0172365 0.138909
0.0140259 0.145854
0.0128824 0.151481
0.0128583 0.155741
0.0134554 0.15863
0.0144014 0.160195
0.0155313 0.160535
0.0167276 0.159791
0.0178928 0.158127
0.0189422 0.15571
0.0198055 0.152698
0.0204329 0.149216
0.0208012 0.14536
0.0209157 0.14119
0.0208076 0.136742
0.0205275 0.132043
0.020137 0.127116
0.0197009 0.121991
0.0192804 0.116716
0.0189289 0.111352
0.0186891 0.105976
0.0185899 0.100673
0.0186434 0.095535
0.0188399 0.0906483
0.019144 0.0860927
0.0194921 0.0819351
0.0197942 0.0782275
0.0199429 0.0750042
0.0198295 0.0722813
0.0193655 0.0700561
0.0185065 0.0683049
0.0172726 0.06698
0.0157668 0.0660073
0.0141983 0.065281
0.0129353 0.0646638
0.0126427 0.0639904
0.0146168 0.0630778
0.0215352 0.0617461
