Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.84, 0.07, 12.5, 80, 80, 0
Numerical Parameters: NX, NY, ts, delta = 241, 241, 0.5, 0.0001 
File written: Tue Sep 26 23:51:22 2023
Comments: 2D 





Ascii values of u and v follow
0.0502692 0.105365
0.0303431 0.12195
0.0208757 0.141985
0.0166407 0.166027
0.0147147 0.194454
0.0135812 0.22745
0.0125505 0.264822
0.0114276 0.304902
0.0102973 0.342442
0.00933841 0.369153
0.00868332 0.378722
0.00837486 0.369238
0.00837851 0.341942
0.00858706 0.302429
0.0088425 0.259452
0.00900058 0.219432
0.00899445 0.184589
0.00886963 0.155091
0.00881918 0.130568
0.00926753 0.110447
0.0110748 0.0939873
0.015992 0.080404
0.0275881 0.0690406
0.0528812 0.0594363
0.104302 0.0512733
0.198807 0.0443124
0.345655 0.038359
0.521663 0.0459259
0.67464 0.103184
0.777435 0.2023
0.836486 0.312478
0.866442 0.41268
0.878645 0.494419
0.88083 0.555967
0.878802 0.598523
0.877149 0.624408
0.878965 0.636016
0.885352 0.635073
0.895356 0.62244
0.906613 0.598514
0.916423 0.563858
0.922692 0.519672
0.924282 0.468052
0.920824 0.41202
0.912378 0.355217
0.899303 0.301328
0.882422 0.253526
0.863323 0.214126
0.844443 0.184426
0.82864 0.164754
0.818319 0.154686
0.814596 0.153365
0.817042 0.159642
0.824097 0.172059
0.833792 0.188804
0.844352 0.207835
0.854482 0.227171
0.863389 0.24517
0.870667 0.260653
0.876154 0.272864
0.879822 0.281373
0.881684 0.285957
0.881747 0.286512
0.879967 0.282997
0.876222 0.275404
0.870287 0.263747
0.861802 0.248076
0.850244 0.228502
0.834882 0.205256
0.814739 0.178761
0.788556 0.149753
0.754784 0.119416
0.711688 0.0895192
0.657639 0.0624291
0.591734 0.0408587
0.514755 0.0271191
0.430102 0.021885
0.343869 0.0229512
0.263156 0.0258396
0.193557 0.0292537
0.137937 0.0333089
0.0963555 0.0381608
0.0669447 0.0440319
0.0470163 0.051267
0.033883 0.0604086
0.0252953 0.0721818
0.0195832 0.0872325
0.0156284 0.105747
0.0127563 0.127352
0.0106086 0.15137
0.00903559 0.176995
0.00802852 0.203023
0.00770291 0.227334
0.00834844 0.24712
0.0105824 0.259941
0.0156738 0.264369
0.0261201 0.259801
0.0464828 0.246365
0.0840499 0.225323
0.147726 0.19949
0.242367 0.172999
0.359081 0.154784
0.473306 0.171745
0.564931 0.194826
0.622672 0.19364
0.639733 0.165852
0.612355 0.121294
0.53898 0.0808808
0.426781 0.0626076
0.300007 0.0636471
0.189676 0.0676014
0.111726 0.0724756
0.0644712 0.0783247
0.0387741 0.0852439
0.0260262 0.0933628
0.0204916 0.102848
0.018934 0.113907
0.0197317 0.126791
0.0222025 0.141808
0.0262161 0.159327
0.0320152 0.179788
0.0401729 0.203711
0.0516483 0.231704
0.0679228 0.264476
0.0912074 0.302851
0.124684 0.347783
0.172638 0.400387
0.240133 0.461955
0.331629 0.533991
0.448275 0.612775
0.58326 0.677988
0.717122 0.710983
0.826038 0.708676
0.898404 0.680338
0.938119 0.635687
0.955073 0.579493
0.957266 0.512858
0.948269 0.435461
0.92695 0.34705
0.88698 0.249125
0.815853 0.14838
0.697117 0.0617633
0.526445 0.0130891
0.338817 0.00462315
0.189111 0.00546332
0.0960261 0.00645537
0.0463708 0.00762698
0.0219846 0.0090109
0.0105179 0.0106458
0.00527344 0.0125774
0.00295005 0.0148596
0.00198962 0.0175562
0.0016737 0.0207425
0.00167779 0.0245076
0.00186109 0.0289566
0.00216968 0.034214
0.00259323 0.0404267
0.0031469 0.0477687
0.00386583 0.0564455
0.004807 0.0667001
0.00605685 0.07882
0.00774584 0.0931448
0.0100733 0.110077
0.0133489 0.130091
0.018063 0.15375
0.0250048 0.181719
0.0354615 0.214785
0.0515427 0.25388
0.0766704 0.300105
0.116184 0.354764
0.177663 0.419396
0.269749 0.495825
0.397535 0.584933
0.554631 0.666141
0.713187 0.707266
0.836273 0.702205
0.909777 0.665847
0.943994 0.611424
0.953921 0.543901
0.948603 0.463897
0.929828 0.371171
0.892613 0.267138
0.824874 0.158875
0.709845 0.0649473
0.543414 0.0113634
0.365272 0.000123108
0.239556 9.60789e-05
0.196422 9.84359e-05
0.0061283 0.17151
0.00769605 0.167824
0.0132881 0.157249
0.0258515 0.141601
0.0510591 0.123719
0.0975589 0.10606
0.174703 0.0900094
0.285126 0.0761729
0.415357 0.0661415
0.537922 0.0762942
0.631812 0.111576
0.693435 0.155515
0.728083 0.190416
0.741215 0.205704
0.735099 0.197184
0.70802 0.165652
0.6544 0.118497
0.567175 0.0726933
0.446343 0.0498969
0.311234 0.0530785
0.193273 0.0621245
0.109713 0.0736842
0.0588061 0.0879991
0.0306598 0.105102
0.0159801 0.124842
0.00858295 0.146906
0.0049495 0.170511
0.00325852 0.193567
0.00266656 0.212314
0.00292178 0.222949
0.00426111 0.223497
0.00757798 0.21392
0.0149246 0.196225
0.0304561 0.174069
0.0617486 0.150893
0.120401 0.128828
0.218042 0.109083
0.352368 0.0929008
0.491586 0.115368
0.598596 0.209903
0.671994 0.312894
0.723927 0.388639
0.763361 0.427596
0.792714 0.430783
0.809742 0.402457
0.810106 0.346797
0.788112 0.270756
0.736075 0.18558
0.64492 0.110005
0.512087 0.0670154
0.357365 0.0629818
0.219885 0.0721005
0.123584 0.0829281
0.0668506 0.0958198
0.0371161 0.111305
0.0227343 0.130014
0.0161392 0.15253
0.013113 0.179267
0.011505 0.210457
0.0103255 0.246085
0.0092237 0.285109
0.00818615 0.323414
0.00733109 0.35313
0.00676505 0.367026
0.00652804 0.362238
0.00659924 0.339301
0.00690052 0.302748
0.00730301 0.261039
0.00767129 0.221315
0.00792522 0.186428
0.00808921 0.156755
0.00834635 0.131994
0.00914527 0.111636
0.0114413 0.0949944
0.0172245 0.0812943
0.0305931 0.0698583
0.0596189 0.0602005
0.118394 0.0519907
0.224927 0.044985
0.384762 0.0392344
0.564231 0.0572566
0.708499 0.131795
0.799017 0.243422
0.847091 0.359395
0.86747 0.461057
0.870548 0.541949
0.863789 0.601664
0.853732 0.642405
0.846298 0.66758
0.845882 0.680679
0.85429 0.683542
0.87029 0.676244
0.890216 0.658051
0.909599 0.628709
0.924939 0.589193
0.934593 0.541794
0.938511 0.489832
0.93748 0.4371
0.932524 0.387155
0.924727 0.342864
0.915313 0.306307
0.905718 0.278815
0.897449 0.261041
0.89174 0.253004
0.889197 0.25412
0.889683 0.263186
0.892501 0.278389
0.89673 0.297468
0.901512 0.318079
0.906198 0.338195
0.910372 0.356333
0.913806 0.371559
0.916406 0.38336
0.918149 0.391491
0.919036 0.395852
0.919061 0.396404
0.91818 0.393125
0.916296 0.385981
0.913246 0.374916
0.908778 0.359856
0.902538 0.340722
0.89404 0.317448
0.88262 0.290031
0.867381 0.25859
0.847118 0.223486
0.820238 0.185478
0.78472 0.145939
0.738204 0.107092
0.678382 0.0720997
0.603938 0.0447098
0.516082 0.028063
0.419979 0.0226793
0.324427 0.0246544
0.238574 0.0281854
0.168321 0.0324067
0.115327 0.0375006
0.0779004 0.0437403
0.0527331 0.0515671
0.0363242 0.0616565
0.0257414 0.0747817
0.0188476 0.0914073
0.0142373 0.111395
0.011063 0.13415
0.00885957 0.158934
0.00741232 0.184809
0.00668538 0.210111
0.00681825 0.232203
0.00821044 0.248295
0.0117361 0.256469
0.0191447 0.255774
0.033663 0.245986
0.0605736 0.227829
0.106857 0.203315
0.178082 0.175361
0.271713 0.146868
0.372013 0.121983
0.455435 0.114786
0.50537 0.109977
0.51366 0.0978719
0.478438 0.0815516
0.404559 0.0724758
0.307788 0.0731485
0.211673 0.0761259
0.134604 0.0802332
0.0823047 0.0854434
0.0509784 0.0917959
0.0339881 0.09938
0.0257293 0.10833
0.0225442 0.118827
0.0223797 0.131097
0.0242425 0.145426
0.0277977 0.162156
0.0331445 0.181696
0.0407319 0.204525
0.051376 0.231198
0.0663602 0.262355
0.087605 0.298736
0.117882 0.341199
0.160969 0.390736
0.221502 0.448501
0.304034 0.515829
0.410881 0.592185
0.53868 0.662428
0.672979 0.706617
0.790993 0.716425
0.876226 0.697629
0.927445 0.660333
0.95292 0.610983
0.961582 0.551775
0.958911 0.482742
0.946186 0.403313
0.920308 0.313451
0.872872 0.215553
0.789258 0.118499
0.653571 0.0420808
0.470828 0.00749604
0.288508 0.00489401
0.155316 0.005771
0.0772611 0.00680523
0.037003 0.00802521
0.0175669 0.00946454
0.00850015 0.0111629
0.0043714 0.0131672
0.00255501 0.0155327
0.00182242 0.0183249
0.00160917 0.0216208
0.00166117 0.0255115
0.00186952 0.0301048
0.00219493 0.0355279
0.00263414 0.0419312
0.00320642 0.0494924
0.00395023 0.0584216
0.00492636 0.0689671
0.00622659 0.0814225
0.00798954 0.0961349
0.0104275 0.113515
0.0138712 0.134047
0.0188457 0.158307
0.0261975 0.186972
0.0373093 0.220845
0.0544456 0.260877
0.0812657 0.308191
0.123424 0.364114
0.188769 0.430217
0.285804 0.508355
0.418507 0.598234
0.577938 0.675156
0.733389 0.709355
0.849588 0.698928
0.916715 0.659646
0.946833 0.603529
0.954417 0.534653
0.9475 0.453356
0.926985 0.35944
0.887036 0.254669
0.814678 0.147017
0.693007 0.056376
0.520894 0.00822247
0.342935 8.42099e-05
0.221156 9.08309e-05
0.180036 9.3121e-05
0.0075404 0.16259
0.00976671 0.158941
0.0177661 0.148503
0.035917 0.133164
0.0725325 0.115777
0.13948 0.0987
0.246446 0.0832123
0.38733 0.0702662
0.531702 0.0781922
0.646383 0.125497
0.722327 0.194402
0.766975 0.258973
0.789888 0.303037
0.797263 0.319988
0.791227 0.307671
0.769851 0.265946
0.726753 0.199039
0.651375 0.12234
0.534759 0.0655552
0.386498 0.051885
0.243692 0.0609415
0.137791 0.0727585
0.0726313 0.0872572
0.0369661 0.104454
0.0187189 0.124207
0.00973354 0.146227
0.00542732 0.169785
0.00346923 0.192902
0.00278777 0.211942
0.00303704 0.223138
0.0044237 0.224478
0.00784358 0.215878
0.0153687 0.199234
0.0311683 0.178072
0.0627502 0.155831
0.121348 0.134804
0.217565 0.116613
0.34747 0.103859
0.478658 0.137555
0.577815 0.240898
0.646432 0.351381
0.698061 0.437167
0.742509 0.488439
0.781944 0.50296
0.812512 0.483105
0.828257 0.432336
0.823335 0.355814
0.791174 0.261816
0.722474 0.165043
0.607597 0.090048
0.451449 0.0602264
0.290095 0.0654455
0.165252 0.0756772
0.0877587 0.0878161
0.0462083 0.102349
0.0259051 0.119889
0.0165377 0.141038
0.0122778 0.166243
0.0101691 0.195778
0.00884132 0.229738
0.00775579 0.267551
0.00679406 0.306178
0.0060154 0.338543
0.0055033 0.356732
0.00529703 0.356812
0.00538832 0.338567
0.00572428 0.305416
0.00620485 0.265186
0.00670907 0.225676
0.00715062 0.190551
0.00753584 0.160495
0.00803186 0.135296
0.00909011 0.114508
0.0117103 0.0975095
0.018009 0.0835529
0.032368 0.0719399
0.0634119 0.0621534
0.126042 0.0538436
0.238529 0.0467597
0.403886 0.0413968
0.583072 0.0656892
0.721433 0.148719
0.804762 0.26582
0.845864 0.383749
0.858871 0.484855
0.853439 0.564026
0.837175 0.62167
0.817805 0.65924
0.802893 0.682435
0.798489 0.697393
0.807717 0.706488
0.829743 0.707892
0.859772 0.698758
0.890953 0.677233
0.917361 0.643887
0.936038 0.601525
0.946939 0.554232
0.951585 0.506308
0.951805 0.461375
0.94917 0.422062
0.944937 0.390173
0.940151 0.366878
0.935691 0.352808
0.932204 0.348037
0.930014 0.351994
0.929103 0.363371
0.929209 0.380162
0.929963 0.399952
0.931009 0.420422
0.932077 0.439754
0.932997 0.456756
0.933698 0.470766
0.934177 0.481483
0.934467 0.4888
0.934601 0.492699
0.934586 0.493185
0.93438 0.490249
0.933884 0.483851
0.932934 0.473911
0.931303 0.460308
0.928699 0.442888
0.924759 0.421469
0.919029 0.395861
0.910924 0.365895
0.899667 0.331474
0.884193 0.292662
0.863039 0.249822
0.834209 0.203848
0.795098 0.156483
0.742626 0.110673
0.673883 0.0706855
0.587695 0.0414266
0.487023 0.0263113
0.380512 0.0241421
0.280301 0.0276766
0.196132 0.0321182
0.132042 0.0375329
0.0869225 0.0442648
0.05692 0.0528812
0.0376747 0.0641782
0.0255214 0.0788691
0.0178253 0.0971323
0.0128752 0.118544
0.00964291 0.142408
0.00755885 0.167944
0.00635603 0.193925
0.00599188 0.21814
0.00665459 0.237692
0.00887085 0.250161
0.0137404 0.254191
0.0232998 0.249251
0.0408893 0.235632
0.0710453 0.214789
0.117935 0.189307
0.18156 0.162168
0.253492 0.136256
0.317355 0.114694
0.356307 0.100261
0.360556 0.0922262
0.329859 0.0884279
0.273012 0.0875612
0.205391 0.0887389
0.14271 0.0915311
0.0943478 0.0957326
0.0619286 0.101272
0.0424965 0.108167
0.0320335 0.116502
0.0272632 0.126423
0.0260521 0.138129
0.0272256 0.151879
0.0302848 0.167988
0.0352005 0.186829
0.0423123 0.208838
0.0523206 0.234513
0.0663583 0.264428
0.0861298 0.299244
0.114096 0.339726
0.15363 0.386757
0.208958 0.441363
0.284492 0.504724
0.383119 0.577462
0.503508 0.649219
0.635206 0.700889
0.758028 0.720881
0.853138 0.711241
0.914699 0.681268
0.94844 0.638556
0.963309 0.586424
0.966082 0.525444
0.959898 0.455089
0.944182 0.374705
0.914205 0.284514
0.859719 0.187798
0.764398 0.0954358
0.614057 0.0290313
0.423786 0.00538322
0.249242 0.0052108
0.130371 0.00613002
0.0638546 0.0072125
0.0304362 0.00848753
0.0145126 0.00998976
0.00712455 0.01176
0.00376712 0.0138465
0.00229678 0.0163059
0.00171748 0.0192054
0.00157253 0.0226243
0.0016567 0.0266558
0.00188306 0.0314106
0.00222237 0.0370191
0.00267645 0.0436354
0.00326785 0.0514415
0.0040382 0.0606527
0.00505234 0.0715232
0.00640801 0.0843535
0.00825322 0.0994991
0.0108152 0.117379
0.0144491 0.138491
0.0197204 0.163421
0.0275432 0.192864
0.0394118 0.227641
0.0577721 0.268722
0.0865583 0.317255
0.131777 0.374593
0.201548 0.442339
0.304104 0.522381
0.44203 0.612463
0.603325 0.683995
0.754575 0.710667
0.863105 0.694819
0.923606 0.652651
0.949602 0.594817
0.954841 0.524539
0.946272 0.441912
0.92387 0.346818
0.880894 0.241436
0.803445 0.134751
0.674704 0.047988
0.497194 0.0055845
0.320385 7.98235e-05
0.203138 8.62653e-05
0.164179 8.84971e-05
0.00937782 0.155293
0.0123875 0.15168
0.0232542 0.141379
0.0480406 0.126332
0.0979459 0.109385
0.187316 0.0928026
0.322275 0.0777752
0.481729 0.073233
0.621401 0.114256
0.716909 0.196374
0.772854 0.286769
0.802303 0.359504
0.81549 0.403952
0.818079 0.418263
0.811772 0.402061
0.7945 0.353958
0.759775 0.27438
0.695804 0.175532
0.588575 0.0905154
0.438569 0.055834
0.281253 0.0623515
0.159343 0.0743607
0.0833259 0.0890014
0.0418786 0.10628
0.0209203 0.126064
0.0107518 0.148089
0.00595529 0.171659
0.00380651 0.19488
0.00306016 0.214247
0.0032934 0.226085
0.00466699 0.228387
0.00801437 0.221017
0.0152654 0.205723
0.0302498 0.185861
0.0597371 0.164881
0.113645 0.145317
0.201164 0.129372
0.319094 0.120726
0.44034 0.150237
0.534352 0.247097
0.60124 0.358073
0.654333 0.4524
0.704488 0.517806
0.754393 0.547813
0.79892 0.540552
0.829785 0.498596
0.840051 0.42648
0.824128 0.331216
0.774447 0.224002
0.67972 0.12603
0.534021 0.0675919
0.360738 0.0599606
0.210803 0.0696501
0.111685 0.0811473
0.0570221 0.0948594
0.0300471 0.11137
0.0175856 0.131293
0.0119814 0.155107
0.00934369 0.18312
0.00786084 0.215501
0.00678364 0.252003
0.00588424 0.290544
0.0051646 0.325111
0.00468701 0.347498
0.00449124 0.352602
0.00458016 0.339402
0.00492188 0.310188
0.00544276 0.271823
0.00603874 0.232559
0.00662145 0.197035
0.00717998 0.166403
0.00785774 0.140572
0.00908397 0.119164
0.0118424 0.10163
0.0182378 0.0872675
0.032632 0.0753679
0.0635896 0.065377
0.12586 0.0569184
0.237464 0.0497307
0.401336 0.0442502
0.578927 0.0679294
0.715839 0.150244
0.797332 0.266731
0.835435 0.383602
0.843567 0.482885
0.831017 0.560587
0.805996 0.613352
0.777188 0.645843
0.753551 0.667187
0.742984 0.685016
0.750529 0.702746
0.776823 0.716654
0.816875 0.720735
0.861433 0.710406
0.901111 0.68525
0.930487 0.648827
0.948966 0.606562
0.95879 0.563678
0.962797 0.524017
0.963277 0.490006
0.961784 0.463175
0.959316 0.444502
0.956505 0.434502
0.953726 0.433182
0.951141 0.439876
0.948755 0.453121
0.946478 0.470754
0.944205 0.490345
0.941867 0.509778
0.939461 0.527561
0.937063 0.542838
0.934817 0.555211
0.932902 0.564556
0.931496 0.570876
0.930736 0.574217
0.930678 0.574614
0.931282 0.572067
0.932399 0.566527
0.933786 0.557894
0.935122 0.546022
0.936037 0.530718
0.93613 0.511754
0.934979 0.488873
0.932135 0.461798
0.927082 0.430254
0.919166 0.394
0.907496 0.352901
0.890798 0.307029
0.867233 0.256877
0.834213 0.203685
0.788329 0.149918
0.725676 0.099756
0.643154 0.059033
0.54126 0.0335318
0.427326 0.0250979
0.315257 0.0277065
0.2188 0.0324409
0.144844 0.0382822
0.0930957 0.0456732
0.0591821 0.0553278
0.0378574 0.0681013
0.024719 0.0845189
0.0166495 0.104444
0.0116554 0.127273
0.00855452 0.152292
0.00670058 0.178591
0.00579935 0.204507
0.00581995 0.22737
0.00699994 0.244374
0.00994409 0.253655
0.0158028 0.254349
0.0264506 0.246363
0.0444208 0.23059
0.07212 0.209146
0.109905 0.184974
0.15363 0.161182
0.193998 0.140614
0.21987 0.125224
0.223771 0.115264
0.205444 0.109777
0.171545 0.107659
0.132188 0.10809
0.0963001 0.11056
0.0686638 0.114791
0.049997 0.120665
0.0387774 0.12818
0.0329517 0.137419
0.0308231 0.148537
0.0312934 0.161756
0.0338143 0.17735
0.0382768 0.19565
0.0449372 0.217035
0.0544052 0.241946
0.0676992 0.270888
0.0863627 0.304448
0.112625 0.343302
0.149547 0.388237
0.201002 0.440157
0.271176 0.500093
0.363181 0.568976
0.476822 0.639949
0.604475 0.69586
0.728848 0.723675
0.830705 0.722309
0.900825 0.699509
0.942119 0.663325
0.962809 0.618028
0.970352 0.564793
0.969218 0.503317
0.960693 0.432809
0.942867 0.35261
0.909823 0.263153
0.849951 0.168392
0.745851 0.0805699
0.585415 0.0219329
0.391753 0.00500503
0.224175 0.00557849
0.115202 0.00654543
0.0560005 0.00768219
0.0267239 0.00901901
0.0128579 0.0105916
0.00642033 0.0124419
0.00348128 0.0146197
0.00218828 0.0171833
0.00168209 0.0202017
0.00156746 0.0237565
0.00166587 0.0279437
0.00190186 0.0328768
0.0022513 0.0386899
0.0027188 0.0455412
0.00332926 0.0536175
0.00412719 0.0631398
0.00518166 0.074369
0.00659703 0.0876134
0.00853181 0.103237
0.0112303 0.12167
0.0150757 0.143423
0.0206801 0.169096
0.0290357 0.1994
0.0417668 0.235177
0.0615293 0.277418
0.0925721 0.327297
0.141292 0.386198
0.216058 0.455753
0.32466 0.537886
0.467976 0.627271
0.630405 0.692292
0.776274 0.71103
0.876503 0.689872
0.930305 0.644936
0.952266 0.585411
0.955221 0.513735
0.944993 0.429811
0.920612 0.333634
0.8744 0.227856
0.791543 0.122546
0.65558 0.0401658
0.473259 0.00354554
0.298532 7.60405e-05
0.186187 8.23252e-05
0.149431 8.45059e-05
0.0114409 0.149476
0.0152948 0.145902
0.0292478 0.135735
0.0611157 0.120959
0.124778 0.104397
0.235475 0.0882251
0.391757 0.0740811
0.555753 0.0890776
0.680634 0.162298
0.755922 0.267803
0.794827 0.36717
0.812121 0.438537
0.817559 0.477516
0.816209 0.485877
0.80931 0.464507
0.794406 0.411645
0.764721 0.325237
0.708017 0.212639
0.607973 0.109893
0.460176 0.062737
0.298001 0.0665908
0.169249 0.0786489
0.0883375 0.0933219
0.0442813 0.110632
0.0221305 0.130446
0.0114655 0.152515
0.00647903 0.176158
0.00426728 0.199532
0.00350685 0.219275
0.00373374 0.231844
0.00506069 0.235269
0.00821549 0.229374
0.0148743 0.215734
0.0282969 0.197494
0.0541138 0.178103
0.100429 0.160349
0.174912 0.14693
0.27633 0.141829
0.385702 0.161321
0.476337 0.240963
0.54427 0.345875
0.600794 0.445473
0.657376 0.524012
0.717722 0.570367
0.776039 0.577758
0.821613 0.546394
0.845636 0.480748
0.842921 0.38785
0.807966 0.276957
0.730537 0.165308
0.599353 0.083316
0.424548 0.0569555
0.255814 0.0646888
0.13651 0.0756389
0.0685802 0.0886454
0.0346819 0.104254
0.0190101 0.123075
0.0120293 0.145618
0.00886031 0.172225
0.00722391 0.203114
0.00615178 0.238257
0.00530706 0.27635
0.00463681 0.312608
0.00418364 0.338988
0.00398888 0.349242
0.00406586 0.341428
0.00440029 0.316771
0.00494213 0.280861
0.00560523 0.242029
0.00630151 0.206007
0.00700222 0.174623
0.00781863 0.147977
0.00913292 0.125763
0.0118532 0.10751
0.0179368 0.0925788
0.0314274 0.0802706
0.060232 0.069995
0.118013 0.0613391
0.222032 0.0540273
0.377463 0.0480252
0.551937 0.0643303
0.691687 0.136486
0.776822 0.245881
0.816386 0.358502
0.823028 0.455572
0.806271 0.529637
0.774869 0.576323
0.737997 0.603767
0.705514 0.624063
0.686999 0.646509
0.689878 0.674764
0.717223 0.703992
0.765241 0.72498
0.823138 0.729399
0.877544 0.714804
0.919268 0.685407
0.946281 0.648523
0.961392 0.610766
0.968614 0.576359
0.971165 0.547567
0.971078 0.525682
0.969474 0.511504
0.966901 0.505434
0.963563 0.507366
0.959473 0.516475
0.954563 0.531079
0.948783 0.548861
0.942173 0.567481
0.93491 0.585131
0.927312 0.60071
0.919822 0.613702
0.912955 0.623966
0.907235 0.631558
0.903115 0.63661
0.900923 0.63925
0.90081 0.639554
0.90273 0.637524
0.906435 0.633077
0.9115 0.626058
0.917366 0.616253
0.923398 0.603406
0.928948 0.587238
0.933409 0.567452
0.936248 0.543736
0.937005 0.515766
0.935244 0.483207
0.93047 0.445741
0.921999 0.403105
0.908785 0.355182
0.889204 0.302174
0.8608 0.244905
0.820059 0.185356
0.762488 0.127385
0.683594 0.0772093
0.581731 0.0423364
0.462591 0.027398
0.341045 0.028269
0.23446 0.0333907
0.1526 0.0397992
0.0959108 0.0480686
0.0594136 0.0590492
0.0369703 0.0735465
0.0234964 0.0918055
0.0154649 0.113431
0.010669 0.137758
0.00782844 0.164044
0.00626154 0.19112
0.00567213 0.216826
0.00604525 0.238277
0.00763408 0.253052
0.0110111 0.259846
0.0171268 0.258221
0.0272497 0.248531
0.0425724 0.232237
0.0633051 0.211859
0.0874928 0.190406
0.110536 0.170673
0.126521 0.154658
0.131052 0.143179
0.123567 0.136034
0.10742 0.132568
0.0878655 0.13211
0.06955 0.134157
0.0551043 0.138394
0.0451959 0.144669
0.0393446 0.152959
0.0367196 0.16334
0.036605 0.175965
0.0385775 0.191045
0.0425379 0.208849
0.0487045 0.229692
0.0576254 0.25395
0.0702337 0.28206
0.0879527 0.314536
0.11284 0.351975
0.147723 0.395067
0.196195 0.444597
0.262219 0.501445
0.348953 0.56651
0.456819 0.635267
0.580048 0.6929
0.703891 0.726237
0.809818 0.73198
0.886535 0.716036
0.93438 0.686282
0.960388 0.647627
0.972162 0.601812
0.975012 0.548842
0.971512 0.488019
0.961684 0.418451
0.942813 0.339485
0.908369 0.251646
0.846155 0.159112
0.738453 0.0744785
0.574389 0.0197137
0.380362 0.00525592
0.21613 0.00600155
0.110943 0.00702149
0.0542035 0.00821832
0.0261407 0.00962322
0.0127654 0.0112731
0.00648296 0.0132112
0.00356789 0.0154887
0.00225879 0.018166
0.00173142 0.0213142
0.00160134 0.0250171
0.00169187 0.0293739
0.0019268 0.0345012
0.00228123 0.0405372
0.00275977 0.0476447
0.00338838 0.0560157
0.00421403 0.0658775
0.0053101 0.0774985
0.00678807 0.091195
0.00881806 0.107341
0.0116634 0.12638
0.0157391 0.148834
0.0217102 0.175321
0.0306584 0.206568
0.0443573 0.24344
0.0657031 0.286951
0.0993008 0.338302
0.15197 0.398904
0.232292 0.470419
0.347401 0.55474
0.496076 0.642229
0.658652 0.699694
0.797969 0.710346
0.889478 0.684155
0.936693 0.636642
0.954814 0.575518
0.955613 0.502527
0.943786 0.417432
0.917429 0.320378
0.867935 0.214517
0.779633 0.110999
0.636699 0.0332966
0.450428 0.00211916
0.278494 7.28145e-05
0.171078 7.8964e-05
0.136432 8.11004e-05
0.0134661 0.145028
0.0181278 0.141492
0.0350228 0.131456
0.0735485 0.116924
0.149642 0.100691
0.277723 0.0848558
0.446772 0.0743814
0.606168 0.111148
0.714685 0.207647
0.772995 0.325757
0.79859 0.424912
0.806483 0.488213
0.805884 0.517175
0.801356 0.51634
0.793542 0.487496
0.779239 0.428976
0.750923 0.338214
0.695794 0.221391
0.597216 0.114629
0.450796 0.0692062
0.291221 0.0737339
0.165364 0.0856353
0.0865426 0.100246
0.0436925 0.117537
0.022173 0.137387
0.0118311 0.15955
0.0070147 0.183333
0.00489946 0.206927
0.0041992 0.227105
0.00445593 0.240498
0.00574626 0.245206
0.00867848 0.241016
0.0146333 0.229319
0.0262273 0.213015
0.0478642 0.195507
0.0857912 0.17979
0.146179 0.168826
0.229634 0.166484
0.324862 0.181058
0.411953 0.238073
0.482641 0.3309
0.544563 0.430774
0.608595 0.518682
0.679233 0.578991
0.750477 0.600114
0.809557 0.578946
0.845582 0.51981
0.853345 0.430365
0.829193 0.319129
0.764779 0.200355
0.647031 0.102008
0.476408 0.0575267
0.295752 0.0606613
0.159633 0.0711439
0.0796158 0.0835438
0.0392141 0.0983611
0.0205128 0.116191
0.0122439 0.137568
0.00858759 0.162865
0.00681732 0.192341
0.00575641 0.226107
0.00496605 0.263453
0.00434254 0.300842
0.00391028 0.330877
0.00371321 0.346362
0.00377545 0.344252
0.00409818 0.324808
0.00465254 0.29214
0.00537082 0.254154
0.00616727 0.217633
0.00699438 0.185349
0.00792364 0.157717
0.00926941 0.134518
0.011816 0.11536
0.0172667 0.0996857
0.0291176 0.0868291
0.0541572 0.0761753
0.104188 0.0672703
0.194971 0.0598156
0.334788 0.0536159
0.50191 0.0590265
0.646631 0.111865
0.740577 0.206188
0.786713 0.310157
0.796294 0.403174
0.779304 0.473234
0.744923 0.515632
0.702474 0.540328
0.662317 0.56147
0.635466 0.589963
0.631784 0.629625
0.657179 0.674997
0.710104 0.714615
0.779644 0.736204
0.848865 0.734219
0.903861 0.712924
0.940148 0.681797
0.960742 0.649223
0.970881 0.619954
0.974828 0.596155
0.975182 0.578933
0.973228 0.568953
0.969424 0.566502
0.963765 0.571326
0.956036 0.582335
0.946018 0.597526
0.93367 0.614441
0.919251 0.630914
0.903356 0.645515
0.886877 0.65756
0.870884 0.666916
0.856489 0.67378
0.844705 0.678507
0.836341 0.681473
0.831942 0.682981
0.831753 0.683195
0.835716 0.68211
0.84347 0.679547
0.854371 0.675185
0.867532 0.668608
0.881891 0.659356
0.896311 0.646986
0.909705 0.6311
0.921139 0.61135
0.929913 0.587422
0.93556 0.559007
0.937782 0.525786
0.936318 0.487423
0.930768 0.443601
0.920378 0.394092
0.903779 0.338896
0.878688 0.278538
0.841581 0.214605
0.787583 0.150632
0.711191 0.0930177
0.609095 0.0505556
0.485626 0.0301843
0.356485 0.0293957
0.24218 0.0350139
0.154884 0.0421751
0.0953535 0.0515961
0.0578139 0.0642063
0.0352674 0.0806394
0.0220721 0.100846
0.0144213 0.12428
0.00999747 0.150274
0.00749339 0.177983
0.0062348 0.205853
0.00594177 0.23131
0.00660621 0.251547
0.00844843 0.264665
0.0119042 0.269846
